index,sku,filename,brand,model,distributor,defect,source_path
78,WW340,WW340.png,Breitling,Breitling Navitimer Automatic 36MM Green Dial Unisex Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW340.png
79,WWN388563-3005,WWN388563-3005.png,Chopard,Chopard Imperiale Automatic 29mm Silver Dial Leather Strap Women's Watch 388563-3005,WatchWarehouse,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out full-strap presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN388563-3005.png
80,W1219,W1219.png,Breitling,BREITLING Superocean Heritage II AUTO 44MM CHRONO SS Men's Watch A,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped mesh bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1219.png
81,W1208,W1208.png,Breitling,BREITLING Navitimer AUTO 41MM SS Blue Dial Men's Watch A17329161C1,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1208.png
82,WWN310.32.42.50.01.001,WWN310.32.42.50.01.001.png,Omega,Omega Speedmaster Professional Moonwatch Black Dial Nylon Strap Men's Watch 310.32.42.50.01.001,WatchWarehouse,caseW-high; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: exposed NATO keeper hardware,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN310.32.42.50.01.001.png
83,W1137,W1137.png,Breitling,BREITLING Navitimer Automatic SS 41MM Green Dial Men's Watch A1732,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: bracelet and cutout appear visibly damaged",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1137.png
84,WW512,WW512.png,Breitling,Breitling Avenger Auto Chronometer Ss 42MM Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: possible excessive bracelet perspective",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW512.png
85,WW511,WW511.png,Breitling,Breitling Avenger Automatic 42MM Blue Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: possible excessive bracelet perspective",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW511.png
86,WW387,WW387.png,Breitling,Breitling Navitimer Automatic Gmt 41MM Brown Leather Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW387.png
87,W262,W262.png,TAG Heuer,TAG HEUER Formula 1 Chronograph 44MM Black/Pink Dial Titanium Rubb,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W262.png
88,W1368,W1368.png,Longines,LONGINES Pilot Majetek Pioneer Edition Automatic 43MM Titanium Men,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1368.png
89,WW352,WW352.png,Breitling,Breitling Avenger Automatic 42MM Anthracite Leather Men's Watch,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW352.png
90,W1158,W1158.png,Breitling,Breitling Avenger Automatic 42MM Anthracite Leather Men's Watch,WatchWarehouse,canvas; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: visible strap holes,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1158.png
91,W1103,W1103.png,Breitling,BREITLING Chronomat Automatic SS 36MM Blue Dial Unisex Watch A1038,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1103.png
92,WW466,WW466.png,Breitling,Breitling Avenger Automatic Gmt 44MM Black Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW466.png
93,W117,W117.png,Breitling,BREITLING Superocean Automatic 46MM Super Diver Titanium Men's Wat,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W117.png
94,WL19,WL19.png,Montblanc,MONTBLANC Star Classique 39MM Automatic Brown Leather Men's Watch,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible buckle hardware",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL19.png
95,WW61,WW61.png,Breitling,Breitling Avenger Automatic Gmt 44MM Blue Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW61.png
96,WW14,WW14.png,Breitling,Breitling Avenger Automatic Gmt 44MM Black Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW14.png
97,W1191,W1191.png,Breitling,BREITLING Superocean Automatic Chronometer 44MM Men's Watch A17376,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled rubber strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1191.png
98,W280,W280.png,TAG Heuer,TAG HEUER Formula 1 Chronograph Automatic 44MM Black/Red Titanium,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: possible bracelet or cutout damage at upper edge",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W280.png
99,W1184,W1184.png,Breitling,BREITLING Superocean Automatic 36MM White Unisex Watch A17377211A1,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only presentation with severe clipping or missing strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1184.png
100,W1383,W1383.png,Longines,LONGINES Conquest Automatic 42MM Two-Tone 18K Rose Gold Men's Watc,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1383.png
101,W141,W141.png,Longines,LONGINES Conquest Automatic 42MM Two-Tone 18K Rose Gold Men's Watc,WatchWarehouse,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: visible strap holes,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W141.png
102,W286,W286.png,TAG Heuer,TAG HEUER Aquaracer Professional 300 GMT 42MM Blue Dial Rubber Men,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled rubber strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W286.png
103,W1484,W1484.png,Longines,LONGINES Spirit Zulu Time Automatic 39MM Anthracite Dial Men's Wat,WatchWarehouse,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: exposed NATO keeper hardware,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1484.png
104,W1114,W1114.png,Breitling,BREITLING Avenger Automatic SS 42MM Green Dial Men's Watch A173281,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1114.png
105,W122,W122.png,Breitling,BREITLING Superocean Automatic 44MM Green Dial Rubber Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled rubber strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W122.png
106,W1352,W1352.png,Longines,LONGINES Conquest Chronograph SS 42MM Silver Dial Men's Watch L3.8,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1352.png
107,WW675,WW675.png,Longines,Longines Master Collection Automatic Ss 38.5mm Yellow-gold,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW675.png
108,WW341,WW341.png,Breitling,Breitling Endurance Pro 38MM Purple Rubber Unisex Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW341.png
109,WWN428.17.26.60.04.009,WWN428.17.26.60.04.009.png,Omega,Omega De Ville Tresor MinI White Dial Diamond Case Leather Strap Women's Watch 428.17.26.60.04.009,WatchWarehouse,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out full-strap presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN428.17.26.60.04.009.png
110,WL15,WL15.png,Tudor,TUDOR Royal Black Diamond Dial 34MM SS Women's Watch M28400-0004,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL15.png
111,WW714,WW714.png,Movado,Movado Museum Sports Edition 38MM Ss Black Dial Unisex Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW714.png
112,W1104,W1104.png,Breitling,BREITLING Endurance Pro Chronometer Quartz 44MM Black Rubber Men's,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1104.png
113,W265,W265.png,Longines,LONGINES HydroConquest GMT Automatic 41MM Brown Dial Men's Watch L,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W265.png
114,W1282,W1282.png,Longines,LONGINES Record Automatic 40MM White Dial Leather Men's Watch L2.8,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1282.png
115,WW866,WW866.png,Tag Heuer,Tag Heuer Formula 1 43MM Chrono Quartz Men's Watch Caz101ag.ba0842,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW866.png
116,W295,W295.png,Longines,LONGINES Spirit Zulu Time Chronometer 39MM Black Dial Leather Men',WatchWarehouse,canvas; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W295.png
117,W1100,W1100.png,Breitling,BREITLING Endurance Pro 38MM Red Rubber Ladies Watch X83310D91B2S1,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled rubber strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1100.png
118,WW117,WW117.png,Longines,Longines Master Collection Moonphase Automatic 42MM 13 Diamond,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW117.png
