sku,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,pass_geometry,pass_content,human_classification,needs_rerender,notes,remediation_status,post_remediation_needs_rerender,post_caseW,post_bboxH,post_cxRatio,post_cyRatio,post_canvas,post_color_mode,post_metric_warnings,post_visual_review,post_sha256
WW416,0.983633,1.0,0.498363,0.5,611x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",rerendered-and-approved,False,0.780273,0.899089,0.499512,0.500326,1024x1536,RGBA,,PASS,efeef22194c14ecaf4e782d75d2c588149ac82dc78fc5bcc6ab99d9b9a3373e5
W1156,0.806641,0.959635,0.523438,0.495443,1024x1536,RGBA,,bboxH-high,False,True,acceptable variation,False,bboxH-high; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.806641,0.959635,0.523438,0.495443,1024x1536,RGBA,bboxH-high,acceptable variation,adf7779e3b431bb864e7ce945cf054d954855750a72bfd782cff808cd65d4062
W118,0.983806,1.0,0.496964,0.5,494x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",rerendered-and-approved,False,0.781250,0.884115,0.500000,0.500000,1024x1536,RGBA,,PASS,f3785560d4d51ab2331d1f54fe1c910036238cdbddc9c3bbdee80cc4633fcb6d
WWNG0A48022,0.774414,0.907552,0.499512,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.774414,0.907552,0.499512,0.5,1024x1536,RGBA,,approved,f627b512ff32476900fc51b92047a69cbd10023e53c245625ef7fb04d4e158b1
W111,0.983645,1.0,0.501168,0.5,428x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,9a181c382fa59c6b4f148bc34db11516cd875f021e6db639700d9c01605e13d0
W1102,0.980702,0.996667,0.5,0.499444,570x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: visible strap holes and curled strap underside",rerendered-and-approved,False,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,PASS,d25f41350962921dca43ef805b1349fa7b9924e2b08e1888693519ed23dc4a01
WL7,0.895385,0.986,0.5,0.503,650x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,eedddeab484347c5c68532d8ee93fe6b6ce18a23b9fd6959ade0fd5bc78317c4
W1240,0.981516,0.956667,0.5,0.521667,541x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: exposed NATO keeper hardware",rerendered-and-approved,False,0.780273,0.821615,0.499512,0.500000,1024x1536,RGBA,bboxH-low,PASS,f530f422ecc839c13969681614ee94c0b347067c2e433dad50f6d49e4fa67e5d
W1223,0.98646,0.992222,0.497099,0.500556,517x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: possible extra or malformed secondary watch component",rerendered-and-approved,False,0.780273,0.882161,0.500488,0.499674,1024x1536,RGBA,,PASS,6c0ae0bc52d26b89344c026f8e8306ff56a7fb4f363d3f67993f50dc41b052a3
WWN03.3400.3610/39.C910,0.816406,0.90625,0.5,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.816406,0.90625,0.5,0.5,1024x1536,RGBA,,approved,b404371ee3275a24ac956f6a3023c51f92bde3a2ee23bb60c0559fb2b0a01e86
WWNG0A43081-CD,0.749023,0.907552,0.499512,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.749023,0.907552,0.499512,0.5,1024x1536,RGBA,,approved,a152e6ca8d787c40d0b0269fde82312be1ce14a7a3df5f6efcc381aaa18b515b
WW231,0.984298,0.987372,0.5,0.499098,1019x1663,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",rerendered-and-approved,False,0.780273,0.889974,0.499512,0.500326,1024x1536,RGBA,,PASS,95a9eb7112a04e03c6544eaed2b7f05c5e0e041b908b31b2d734a40cad8a09dc
WW404,0.983582,1.0,0.500746,0.5,670x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",rerendered-and-approved,False,0.780273,0.874349,0.500488,0.499674,1024x1536,RGBA,,PASS,25d09b342f1f1a2eff117015d9c27b602538da6697eea0113db87b3db9a3aa64
WWN278608-6013,0.726562,0.907552,0.5,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.726562,0.907552,0.5,0.5,1024x1536,RGBA,caseW-low,acceptable variation,a79492d698b84b9901e89345834b55ba2f032afd3a33511554d8bdfa52978606
W191,0.644531,0.921224,0.518555,0.495768,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.644531,0.921224,0.518555,0.495768,1024x1536,RGBA,caseW-low,acceptable variation,e881e77ad1f682901a2bc9648bbd4b719be948cfa5ecca8acca85c3cb4451b0c
WL12,0.839332,0.934375,0.499357,0.5,778x1280,RGBA,,canvas|caseW-high,False,True,acceptable variation,False,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.839332,0.934375,0.499357,0.5,778x1280,RGBA,canvas|caseW-high,acceptable variation,31c42baf352796eb8ab417f6f844c2ea1c6b93c18889a22dbac528acba7595c2
W1252,0.983452,0.992222,0.501182,0.497222,423x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,PASS,369818d426b7e08a751bfa8e36eaa3080b08c49c9adf84de22cf0a16ba1bea9f
WW278,0.987097,1.0,0.501613,0.5,620x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",rerendered-and-approved,False,0.779297,0.879557,0.500000,0.500326,1024x1536,RGBA,,PASS,00f3d1d49a4690e9d3b662ac39b3e29bc6b3d34e80ce9aac36ebec7b95534212
W17,0.824219,0.940104,0.520996,0.496094,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.824219,0.940104,0.520996,0.496094,1024x1536,RGBA,,approved,e3488d8dda8180f0b31d7c59306f53697f8abce253edfc9d322e0f19c05f889f
WWNG0A50301,0.539062,0.906901,0.499512,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.539062,0.906901,0.499512,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,df64c295d57bf2b7bbc7f8815b73d366906c9458873cf9c3b63ff06703dfcd3d
WWN215.92.46.21.01.001,0.862305,0.90625,0.499512,0.5,1024x1536,RGBA,,caseW-high,False,False,true failure,True,caseW-high; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: exposed NATO keeper hardware,rerendered-and-approved,False,0.780273,0.850911,0.500488,0.499674,1024x1536,RGBA,,PASS,0316ac60b3b2d59b75d3966dd7c865e8541f686c457361b88e434f6b87a15861
W1116,0.776367,0.904297,0.539551,0.487956,1024x1536,RGBA,,case-centre-x,False,True,acceptable variation,False,case-centre-x; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.776367,0.904297,0.539551,0.487956,1024x1536,RGBA,case-centre-x,acceptable variation,35d5d463fa3e54b5357b8c1d06f42245dc64941aeaad047193eac055d863fa8f
WWNCDW2150.FC8360,0.648438,0.90625,0.5,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.648438,0.90625,0.5,0.5,1024x1536,RGBA,caseW-low,acceptable variation,cd31d8eb604319b7118d59fb8b51e9fff5dae7b0907dae129d1ddb3a2e9f5336
W1216,0.982503,0.988889,0.5,0.505556,743x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.982503,0.988889,0.5,0.505556,743x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,7d9b6e9084b5b75e72d4c7c096b0594b94282d7047f866bbf1fc1e6057dcc297
W1200,0.972857,1.0,0.492143,0.5,700x1000,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.972857,1.0,0.492143,0.5,700x1000,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,2a45347eec7808d73850cc45cbd8e6fb9b30f79009d32a497c7c68af4d49f8a1
W1131,0.983666,0.788889,0.500907,0.394444,551x900,RGBA,,canvas|caseW-high|bboxH-low|case-centre-y,False,False,true failure,True,"canvas,caseW-high,bboxH-low,case-centre-y; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only presentation with bracelet or strap missing",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,edb31d02e434d5889055df4e512bfab1ee79045684c1b27ecaeebc92714cca11
WW70,0.981788,1.0,0.5,0.5,604x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,0089422c41cfb85619f2d7ffc9b1cb0689468ea2e6b85d983dd781ad80ba571e
W1199,0.842857,1.0,0.495,0.5,700x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,8a47666f2ff1f42b6b57ca8d9655ee8a7924a25ebb729a8c06d271b6a820218f
WWN274189-5001-CD,0.358398,0.906901,0.499512,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.358398,0.906901,0.499512,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,fcb1a85231e868faaedbc9c36f094b121bbf2bcbd03ebe821d506a8d773bf564
W1243,0.877408,0.995,0.507005,0.5005,571x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,PASS,ef595afc61e734e894f7a47309c78cc23b37e89be0c5f505efeba18c26fdad8b
W1221,0.983271,1.0,0.500929,0.5,538x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.983271,1.0,0.500929,0.5,538x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,4b52bdf9901cbcb6c3cddc5df6f7df8085ab6e2bb20fb43761b8af821fd1f169
W136,0.985816,0.993333,0.5,0.503333,564x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",rerendered-and-approved,False,0.781250,0.900391,0.500000,0.499674,1024x1536,RGBA,,PASS,2841e54863fdff00d286ff9ea8858db7481bf61c012fa1d461c63b0de4e77c96
W125,0.935872,0.8,0.5,0.5,499x900,RGBA,,canvas|caseW-high|bboxH-low,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.935872,0.8,0.5,0.5,499x900,RGBA,canvas|caseW-high|bboxH-low,acceptable variation,99978189f142b4c44a24218070aea1cd6e2dfbcf1e29cdd140e3aabaaf20785b
WWNQ1248420,0.770508,0.906901,0.499512,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.770508,0.906901,0.499512,0.499674,1024x1536,RGBA,,approved,80a79c412bd0b06392e21b634cd92f0d18e4c75b0089d2a3555cae6731c0f01b
W1206,0.972727,1.0,0.499091,0.5,550x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,PASS,888b1948b99e61de7d7ee4e6bd288ccaa26f02c4fecffa8c462bd75326f3d01f
WWNCBS2016.EB0430,0.763672,0.90625,0.5,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.763672,0.90625,0.5,0.5,1024x1536,RGBA,,approved,2c79454f2b5b2dffea35bb9c7b72a7154bfd42616f0f809ab547c7a2015857f7
WWN8880 SC DT AC,0.714844,0.906901,0.5,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.714844,0.906901,0.5,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,bfd847c1b070b2c72d77751e4cc74adcda318a5d5fabc7e10df065f3affe5c5f
WWNG0A48390-CD2,0.661133,0.906901,0.499512,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.661133,0.906901,0.499512,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,b210759771bab3759ac1596166cd3447c44d3f08474df2dc241af1553037482f
W195,0.786133,0.972656,0.48877,0.5,1024x1536,RGBA,,bboxH-high,False,True,acceptable variation,False,bboxH-high; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.786133,0.972656,0.48877,0.5,1024x1536,RGBA,bboxH-high,acceptable variation,3f054b4a17c99742d82d4f1d05cb131d3f1ec0eb8356bf9e96a4bda4504e50eb
WW374,0.981197,1.0,0.5,0.5,585x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.876302,0.500488,0.500000,1024x1536,RGBA,,PASS,c2705d042f6eed50b37b253e81f81cb954dcfe1da892dfd4ef70334ad502455d
WW405,0.985075,1.0,0.498507,0.5,670x1000,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.985075,1.0,0.498507,0.5,670x1000,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,acfd4e7936f413c551a732e6c7904345c4511c8529ab08c4dd6b5c9cc3c1d492
W1209,0.790039,0.864583,0.531738,0.49349,1024x1536,RGBA,,case-centre-x,False,True,acceptable variation,False,case-centre-x; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.790039,0.864583,0.531738,0.49349,1024x1536,RGBA,case-centre-x,acceptable variation,7af43b51f7e927ac5757e68fa3e1650dca7b81d91701ad4f9a40e6345794e539
WL1,0.943958,0.985,0.501751,0.5045,571x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,cb7557b1e1ccd86240ccd8055ee30476e3f825fb1a34b8c8801e8874c3d9cfa0
WL0,0.723633,0.923177,0.509277,0.496094,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.723633,0.923177,0.509277,0.496094,1024x1536,RGBA,caseW-low,acceptable variation,4dff8f68145d05fa26d7e769fccde2389123407426d946056bc65287d9dd6de6
WWN361.SX.1270.RX.1104,0.867188,0.907552,0.5,0.5,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.867188,0.907552,0.5,0.5,1024x1536,RGBA,caseW-high,acceptable variation,59f1b1fbf99c0694d825f931c862217cf8f78eb940414033c89930738aeaa443
WWNH6402,0.658203,0.907552,0.499512,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.658203,0.907552,0.499512,0.5,1024x1536,RGBA,caseW-low,acceptable variation,db193c58d5b8541f5815ee87007d1c2f7aab7eeda94faa0c1f692a8fe9a9cc31
W1124,0.980676,1.0,0.5,0.5,414x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.980676,1.0,0.5,0.5,414x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,fcfc5f7909a45e9dd4b48ad9daf311bf0684dd2e7cd1b8ac6f2c81c71831bb5c
WWNG0A50300,0.682617,0.908854,0.5,0.501302,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.682617,0.908854,0.5,0.501302,1024x1536,RGBA,caseW-low,acceptable variation,e043d703496006787d2d962ac2ad0decad2f737e09b947d4a755255bf3532a6b
W159,0.65332,0.940104,0.51709,0.486328,1024x1536,RGBA,,caseW-low,False,False,true failure,True,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: visible strap holes and exposed keeper hardware,rerendered-and-approved,False,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,3a103e4dc71aeee37e2ee897cad3d754a6e2dc0e371b5937f9c0fc0117f2eaf5
