sku,human_classification,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,notes
EALRW-200HS-2E,true failure,0.998113,0.997778,0.499057,0.498889,530x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped transparent bracelet"
E4971850965138,true failure,0.955166,0.985944,0.502924,0.498996,513x996,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EALWS-2200H-1A,true failure,0.973199,0.982222,0.5,0.498889,597x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full curved strap presentation contrary to straight catalog crop"
EAMRW-230H-1E1,true failure,0.972268,0.984444,0.502447,0.501111,613x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full curved strap presentation contrary to straight catalog crop"
EAMRW-210HB-5B,true failure,0.977685,0.983333,0.5,0.499444,717x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full strap and buckle presentation contrary to catalog crop"
EAWS-2000H-2AV,true failure,0.966555,0.983333,0.498328,0.499444,598x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full curved strap presentation contrary to straight catalog crop"
EAMRW-210HB-1B,true failure,0.977839,0.985556,0.5,0.500556,722x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full strap and buckle presentation contrary to catalog crop"
EAMRW-200HD-1B,true failure,0.972843,0.986667,0.500799,0.501111,626x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAMRW-210H-1A,true failure,0.980609,0.982222,0.5,0.5,722x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full curved strap presentation contrary to straight catalog crop"
EALQ-139E-7A,true failure,0.597403,0.988889,0.675325,0.497778,616x900,RGBA,,canvas|caseW-low|bboxH-high|case-centre-x,"canvas,caseW-low,bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severe zoom-out with undersized product"
EALQ-139B-1B,true failure,0.424737,0.975556,0.467911,0.497778,857x900,RGBA,,canvas|caseW-low|bboxH-high|case-centre-x,"canvas,caseW-low,bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severe zoom-out with undersized product"
EAMRW-200H-1BV,true failure,0.974441,0.982222,0.498403,0.5,626x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full curved strap presentation contrary to straight catalog crop"
E889232368535,true failure,0.979452,0.987718,0.5,0.5,584x977,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full strap and buckle presentation contrary to catalog crop"
E889232261072,true failure,0.967153,0.983887,0.499088,0.5,548x993,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped transparent bracelet"
E79767759384,true failure,0.992424,1.0,0.498485,0.5,660x1200,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
E79767541255,true failure,0.991111,1.0,0.500741,0.5,675x1144,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAMW-240B-3B,true failure,0.971761,0.982222,0.500831,0.5,602x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full strap and buckle presentation contrary to catalog crop"
EAMWD-100HD-1A,true failure,0.995461,0.998889,0.498487,0.499444,661x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAMWA-100HD-1A,true failure,0.989521,0.997778,0.502246,0.498889,668x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAW-201-1AV,true failure,0.96627,0.984444,0.497024,0.5,504x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong side-facing presentation with curved strap"
EAW-212H-1AV,true failure,0.955595,0.978889,0.5,0.500556,563x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap"
EAW-800H-1AV,true failure,0.966192,0.977778,0.501779,0.501111,562x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap"
EAW-96H-1BV,true failure,0.971645,0.982222,0.500945,0.502222,529x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap"
EAW-218HB-3A,true failure,0.967354,0.981111,0.499141,0.498333,582x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full fabric strap presentation contrary to catalog crop"
EAW-219HB-3A,true failure,0.970968,0.98,0.5,0.5,620x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full fabric strap presentation contrary to catalog crop"
E889232140810,true failure,0.968254,0.984909,0.499118,0.500503,567x994,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong side-facing presentation with full looped strap"
E889232382340,true failure,0.976,0.987179,0.5008,0.5,625x936,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
E79767246402,true failure,0.996904,1.0,0.500774,0.5,646x1200,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
E889232187587,true failure,0.974312,0.986248,0.499083,0.499018,545x1018,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong side-facing presentation with full looped strap"
E889232140780,true failure,0.924138,0.985134,0.5,0.501487,580x1009,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong side-facing presentation with full looped strap"
E4971850798682,true failure,0.962085,1.0,0.515008,0.5,633x1200,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped strap"
E79767246280,true failure,0.969811,0.995943,0.499057,0.497972,530x986,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong side-facing presentation with full looped strap"
