SKU,Brand,Model_Reference,MarketValue,Pack,Issue,CurrentImageURL_reference
W1355,Longines,LONGINES Spirit Zulu Time Chronometer 39MM Black Dial Leather Men',3363.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1355.png
W1358,Longines,LONGINES HydroConquest Automatic SS 39MM Black Dial Men's Watch L3,2210.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1358.png
W1363,Longines,LONGINES Record Automatic SS 38.5MM Black Diamond Dial Men's Watch,1950.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1363.png
W1377,Longines,LONGINES Record Automatic 40MM Silver Dial Brown Leather Men's Wat,1644.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1377.png
W138,Breitling,BREITLING Navitimer Quartz 32MM MOP Diamond Dial Leather Women's W,4725.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W138.png
W1392,Longines,LONGINES HydroConquest GMT Automatic 41MM Brown Dial Men's Watch L,3471.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1392.png
W14,Breitling,BREITLING Classic AVI Chronograph Mosquito 42MM Black Dial Leather,6200.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W14.png
W140,Breitling,BREITLING Premier B09 Chronograph 40MM Champagne Dial Leather Men',8056.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W140.png
W141,Breitling,BREITLING Top Time B31 Automatic 38MM Blue Dial Leather Men's Watc,5704.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W141.png
W1425,Longines,LONGINES Record Automatic 26MM 12 Diamond Leather Women's Watch L2,1684.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1425.png
W1428,Longines,LONGINES Conquest V.H.P 42MM Black PVD Men's Watch L3.717.2.56.6 /,1580.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1428.png
W1429,Longines,LONGINES Conquest V.H.P. Chronograph 44MM Men's Watch L3.727.4.96.,1427.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1429.png
W1430,Longines,LONGINES V.H.P. Chronograph 42MM Men's Watch L3.717.4.96.6 / L3717,1441.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1430.png
W1436,Longines,LONGINES Conquest V.H.P. Quartz 42MM Men's Watch L3.717.2.96.9 / L,1644.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1436.png
W1451,Longines,LONGINES Conquest V.H.P. 36MM Black MOP Diamond Women's Watch L3.3,1155.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1451.png
W1452,Longines,LONGINES Conquest V.H.P. 36MM Diamond Women's Watch L3.316.4.87.6 ,1218.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1452.png
W1453,Longines,LONGINES Conquest V.H.P. 36MM SS Women's Watch L3.316.4.76.6 / L33,881.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1453.png
W1454,Longines,LONGINES Conquest V.H.P. 36MM MOP Diamond Women's Watch L3.316.0.8,2776.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1454.png
W1455,Longines,LONGINES Silver Arrow Automatic 38.5MM Leather Men's Watch L2.834.,1950.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1455.png
W146,Breitling,Breitling AB01762A1L1X1 Top Time B01 Ford Mustang 41mm Green Dial ,6175.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W146.png
W1461,Longines,LONGINES Conquest Classic 36MM Black Dial Women's Watch L2.387.0.5,1674.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1461.png
W1462,Longines,LONGINES Conquest Classic 36MM MOP Dial Women's Watch L2.387.0.87.,1595.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1462.png
W1463,Longines,LONGINES 1832 Automatic CHRONO 42MM Beige Dial Men's Watch L4.829.,2301.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1463.png
W1465,Longines,LONGINES Presence 23.5MM Silver Dial Women's Watch L4.220.4.72.2,864.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1465.png
W1473,Longines,LONGINES Heritage 1832 Automatic 40MM Black Dial Men's Watch L4.82,1687.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1473.png
W1474,Longines,LONGINES Conquest V.H.P. 44MM Quartz CHRONO Men's Watch L3.727.4.5,1533.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1474.png
W1475,Longines,LONGINES Conquest V.H.P. 44MM CHRONO Rubber Men's Watch L3.727.2.6,1511.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1475.png
W1476,Longines,LONGINES Conquest V.H.P. SS 43MM Silver Dial Men's Watch L3.726.2.,979.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1476.png
W1478,Longines,LONGINES Master Collection AUTO 40MM SS Black Dial LTHR Men's Watc,2015.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1478.png
W1483,Longines,LONGINES Conquest V.H.P. MOP Dial Diamond SS Women's Watch L3.319.,1341.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1483.png
W1484,Longines,LONGINES Spirit Zulu Time Automatic 39MM Anthracite Dial Men's Wat,4686.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1484.png
W1485,Longines,LONGINES HydroConquest GMT 41MM AUTO Green Dial Men's Watch L3.790,2652.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1485.png
W1488,Longines,LONGINES Conquest V.H.P Quartz 42MM Carbon Fiber Dial Rubber Men's,1580.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1488.png
W1489,Longines,LONGINES Classic Automatic 40MM Black Dial Leather Men's Watch L4.,1452.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1489.png
W1495,Longines,LONGINES La Grande Automatic SS 37MM Blue Dial Men's Watch L4.810.,1970.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1495.png
W1496,Longines,LONGINES Master Collection 40MM AUTO SS Blue Dial Men's Watch L2.9,2079.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1496.png
W1497,Longines,LONGINES Record 38.5MM AUTO SS Blue Dial Men's Watch L28204966 / L,1658.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1497.png
W1503,Longines,LONGINES Conquest CHRONO SS 44MM Black Dial Men's Watch L3.727.4.6,1477.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1503.png
W1507,Longines,LONGINES Conquest V.H.P. 43MM Black PVD Rubber Men's Watch L372626,1134.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1507.png
W1508,Longines,LONGINES Conquest V.H.P. CHRONO 42MM Black SS Men's Watch L3717266,1539.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1508.png
W1511,Longines,LONGINES Heritage CHRONO Automatic 40MM Silver Dial Leather Men's ,2672.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1511.png
W1520,Longines,LONGINES HydroConquest AUTO 43MM SS Rose Gold Men's Watch L3.782.3,1767.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1520.png
W1521,Longines,LONGINES HydroConquest AUTO 43MM Gray Dial Rubber Men's Watch L3.7,1623.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1521.png
W1523,Longines,LONGINES HydroConquest 41MM SS AUTO Two-Tone Men's Watch L3.781.3.,2444.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1523.png
W1525,Longines,LONGINES Heritage Skin Diver 42MM AUTO BLK Dial LTHR Men's Watch L,2144.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1525.png
W1526,Longines,LONGINES HydroConquest 41MM AUTO Green Rubber Strap Men's Watch L3,1684.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1526.png
W153,Breitling,BREITLING Chronomat SS 32MM Diamond MOP Dial Women's Watch A773101,5700.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W153.png
W1530,Longines,LONGINES HydroConquest 41MM Blue Dial 2Tone Men's Watch L3.740.3.9,1169.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1530.png
W1532,Longines,LONGINES Conquest Automatic SS 43MM Black Dial Men's Watch L3.782.,2080.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1532.png
W1533,Longines,LONGINES Conquest V.H.P. 41MM Silver Dial Men's Watch L3.716.4.76.,881.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1533.png
W1537,Longines,LONGINES Conquest Quartz 43MM Men's Watch L3.760.4.76.5,1049.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1537.png
W154,Breitling,BREITLING Chronomat SS 28MM Diamond Black MOP Dial Women's Watch A,7361.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W154.png
W1541,Longines,LONGINES HydroConquest Quartz 41MM Black Dial SS Men's Watch L3.74,1483.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1541.png
W1549,Tissot,TISSOT T-Race MotoGP 2026 AUTO Chronograph 45MM Red Rubber Men's W,2532.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1549.png
W1550,Tissot,TISSOT Le Locle Automatic 29MM Blue Dial Leather Women's Watch T00,979.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1550.png
W1551,Tissot,TISSOT PR 100 Quartz Stainless Steel 40MM Green Dial Men's Watch T,536.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1551.png
W1552,Tissot,TISSOT Gentleman Quartz 40MM Blue Dial Titanium Men's Watch T127.4,903.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1552.png
W1553,Tissot,TISSOT Seastar 1000 Quartz SS 36MM Turquoise Dial Unisex Watch T12,740.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1553.png
W1554,Tissot,TISSOT Seastar 1000 Quartz SS 40MM Black Dial Men's Watch T120.410,762.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1554.png
W1555,Tissot,TISSOT Gentleman Automatic SS 38MM Black Dial Men's Watch T165.807,1071.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1555.png
W1557,Tissot,TISSOT Chrono L Quartz 42MM Blue Dial Leather Men's Watch T116.417,607.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1557.png
W1558,Tissot,TISSOT Chrono L Quartz SS 42MM Blue Dial Men's Watch T116.417.11.0,685.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1558.png
W1559,Tissot,TISSOT Chrono L Quartz 42MM Black Dial Leather Men's Watch T116.41,607.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1559.png
W156,Breitling,BREITLING Top Time B31 Automatic SS 38MM Sky Blue Dial Men's Watch,5994.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W156.png
W1560,Tissot,TISSOT Chrono L Quartz SS 42MM Black Dial Men's Watch T116.417.11.,680.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1560.png
W1561,Tissot,TISSOT Chrono L Quartz 42MM Green Dial Leather Men's Watch T116.41,636.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1561.png
W1562,Tissot,TISSOT Chrono L Quartz SS 42MM Green Dial Men's Watch T116.417.11.,672.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1562.png
W1564,Tissot,TISSOT Visodate Automatic 39MM Silver Dial Leather Men's Watch T15,979.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1564.png
W1565,Tissot,TISSOT Ballade Quartz SS 40MM Brown Dial Two-Tone Men's Watch T156,643.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1565.png
W1566,Tissot,TISSOT PRC 100 Solar Quartz 39MM Black Dial Leather Men's Watch T1,744.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1566.png
W1569,Tissot,TISSOT PR516 Automatic SS 38MM White Dial Men's Watch T149.407.11.,923.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1569.png
W1570,Tissot,TISSOT PR516 Automatic 38MM Graded Blue-Black Men's Watch T149.407,923.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1570.png
W1571,Tissot,TISSOT PR516 Quartz SS 40MM White Dial Men's Watch T149.417.11.011,840.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1571.png
W1572,Tissot,TISSOT PR516 Quartz 40MM Graded Blue-Black Men's Watch T149.417.11,841.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1572.png
W1573,Tissot,TISSOT PRC 100 Solar Quartz 39MM Ice Blue Dial Men's Watch T151.42,782.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1573.png
W1574,Tissot,TISSOT T-Race Quartz 38MM Blue Dial Rubber Men's Watch T141.817.17,939.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1574.png
W1575,Tissot,TISSOT PRC 100 Solar Quartz 39MM Silver Dial Two-Tone Men's Watch ,892.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1575.png
W1576,Tissot,TISSOT PRC 100 Solar Quartz 34MM Champagne Dial Women's Watch T151,884.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1576.png
W1577,Tissot,TISSOT Le Locle Automatic 39MM Blue Dial Leather Men's Watch T006.,1012.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1577.png
W1578,Tissot,TISSOT Classic Dream Automatic 40MM Ivory Dial Leather Men's Watch,794.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1578.png
W1580,Tissot,TISSOT Le Locle Automatic 39.3MM Green Dial Rose Gold Men's Watch ,1099.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1580.png
W1582,Tissot,TISSOT T-Race Quartz 45MM Black Dial Rubber Men's Watch T141.417.3,917.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1582.png
W1584,Tissot,TISSOT Seastar 1000 Automatic 40MM Graded Grey-Black Dial Men's Wa,1065.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1584.png
W1585,Tissot,TISSOT PRC 100 Solar SS 39MM Black Dial Leather Men's Watch T151.4,746.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1585.png
W1586,Tissot,TISSOT PR 100 Quartz 34MM MOP Dial Rose Gold Women's Watch T150.21,756.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1586.png
W1588,Tissot,TISSOT T-Race Chronograph Quartz 38MM MOP Dial White Silicone Men',1026.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1588.png
W1589,Tissot,TISSOT T-Race Quartz Chronograph 38MM Nude Dial Synthetic Men's Wa,975.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1589.png
W159,Breitling,BREITLING Top Time B01 Racing Automatic 38MM Black Dial Leather Me,9056.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W159.png
W1591,Tissot,TISSOT PR 100 Quartz 34MM Brown Dial Rose Gold PVD Women's Watch T,688.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1591.png
W1592,Tissot,TISSOT PR 100 Quartz 40MM Gray Dial Stainless Steel Men's Watch T1,625.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1592.png
W1593,Tissot,TISSOT PR 100 Quartz 40MM White Dial Leather Men's Watch T150.410.,607.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1593.png
W1595,Tissot,TISSOT Ballade Chronometer Automatic SS 30MM Blue Dial Women's Wat,1309.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1595.png
W1597,Tissot,TISSOT PR 100 Quartz Jungfraubahn SS 34MM Blue Dial Women's Watch ,595.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1597.png
W1598,Tissot,TISSOT Ballade Quartz 34MM Silver Dial Women's Watch T156.210.22.0,672.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1598.png
W1599,Tissot,TISSOT Ballade Quartz 40MM Black Dial Gold PVD Men's Watch T156.41,653.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1599.png
W16,Breitling,BREITLING Superocean Heritage B31 Automatic SS 40MM Black Dial Men,6800.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W16.png
W1600,Tissot,TISSOT Ballade Quartz 40MM Blue Dial SS Men's Watch T156.410.11.04,576.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1600.png
W1601,Tissot,TISSOT Ballade Quartz 40MM SS Blue Dial Men's Watch T156.410.22.04,593.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1601.png
W1605,Tissot,TISSOT T-Race Quartz Chronograph 45MM Black Dial Rubber Men's Watc,906.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1605.png
W1606,Tissot,TISSOT PRC 100 Solar Quartz SS 39MM Silver Dial Men's Watch T151.4,762.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1606.png
W1610,Tissot,TISSOT PR 100 Quartz SS 40MM Black Dial Men's Watch T150.410.11.05,536.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1610.png
W1611,Tissot,TISSOT PR516 Quartz Chronograph 40MM Black Dial Rose Gold PVD Men',916.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1611.png
W1612,Tissot,TISSOT Le Locle Automatic Lady 29MM Green Dial Women's Watch T006.,1064.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1612.png
W1615,Tissot,TISSOT Le Locle Powermatic 80 39.3MM Green Dial Men's Watch T006.4,867.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1615.png
W1616,Tissot,TISSOT Ballade Quartz 40MM Green Dial Men's Watch T156.410.11.091.,576.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1616.png
W1619,Tissot,TISSOT T-Touch Connect Sport Quartz 43.75MM Rose Gold Silicone Men,1155.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1619.png
W1622,Tissot,TISSOT PR 100 Vuelta Quartz Stainless Steel 40MM Men's Watch T150.,756.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1622.png
W1623,Tissot,TISSOT T-Classic PR 100 Quartz 40MM Leather Men's Watch T150.410.1,614.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1623.png
W1624,Tissot,TISSOT T-Classic PR 100 Quartz SS 40MM Blue Dial Men's Watch T150.,620.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1624.png
W1625,Tissot,TISSOT PRX Powermatic 80 Stainless Steel 35MM Men's Watch T137.207,890.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1625.png
W1628,Tissot,TISSOT T-Classic PR100 Chronograph 40MM Men's Watch T150.417.33.03,808.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1628.png
